ifsc,bank_id,branch,address,city,district,state,bank_name
ALLA0210558,11,HARDWAR,"ALLAHABAD BANK,OPPOSITE RAILWAY STATION,RAILWAY ROAD, HARDWAR,UTTARAKHAND",HARDWAR,HARIDWAR,UTTARAKHAND,ALLAHABAD BANK
ALLA0210559,11,DARJEELING,"16 H.D. LAMA ROAD, P.O.-DARJEELING, DIST-DARJEELING(W.B), PIN:734101",DARJILING,DARJILING,WEST BENGAL,ALLAHABAD BANK
ALLA0210560,11,TUNDLA,"ADHET BHAWAN RAILWAY ROAD, TUNDLA DIST. AGRA UTTAR PRADESH",AGRA,AGRA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210561,11,BASIRHAT,"OPPOSITE BASIRHAT POLICE STATN OLD MARKET BASIRHAT,DIST. NORTH 24PGS, WEST BENGAL",BASIRHAT,NORTH 24 PARGANAS,WEST BENGAL,ALLAHABAD BANK
ALLA0210562,11,PILIBHIT,J.P. ROAD PILIBHIT  UTTAR PRADESH 262001,PILIBHIT,PILIBHIT,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210563,11,PAHADI,VILL. & P.O. PAHARI DIST. CHITRAKOOT UTTER PRADESH,PAHARI,CHITRAKOOT,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210564,11,MAQSUDAN,"G. T. ROAD RAVIDAS NAGAR, MAQSUDAN DIST.  JALANDHAR PUNJAB 144008",MAQSUDAN,JALANDHAR,PUNJAB,ALLAHABAD BANK
ALLA0210565,11,SAMBHAL,"BAREILLY SARAI BAHJOI ROAD P.O. SAMBHAL DIST. MORADABAD, UTTAR PRADESH 244302",SAMBHAL,MORADABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210566,11,BALLY,"430, G.T. ROAD NIMTALLA BALLY, DIST. HOWRAH, WEST BENGAL PIN 711201",BALLY,HOWRAH,WEST BENGAL,ALLAHABAD BANK
ALLA0210567,11,AISH BAGH,"274/292, AISH BAGH ROAD RAJENDRANAGAR, AISH BAGH LUCKNOW - UTTAR PRADESH 226004",LUCKNOW,LUCKNOW,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210568,11,MOGHALSARAI,G. T. ROAD MOGHALSARAI DIST. CHANDAULI UTTAR PRADESH,MUGHALSARAI,CHANDAULI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210569,11,ASHOKNAGAR,"4/A,CENTRAL ROAD, GOLBAZAR, ASHOKENAGAR,DIST. NORTH 24PGS, WEST BENGAL",ASHOKNAGAR,NORTH 24 PARGANAS,WEST BENGAL,ALLAHABAD BANK
ALLA0210570,11,RAJKANIKA,"VILL/PO-RAJKANIKA, KENDRAPARA, ORISSA",RAJKANIKA,KENDRAPARA,ODISHA,ALLAHABAD BANK
ALLA0210571,11,HUSSAIN GANJ,"61A, GURU GOVINDA SINGH MARG NEAR -LALKUAN,HUSSAINGANJ LUCKNOW-226019 UTTAR PRADESH",LUCKNOW,LUCKNOW,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210572,11,AMBABARI,"13-14, SHOPPING CENTER, AMBABARI COLONY, JAIPUR",JAIPUR,JAIPUR,RAJASTHAN,ALLAHABAD BANK
ALLA0210574,11,ICHAK,"VILL & P.O-ICHAK, DIST-CHATRA, JHARKAHAND",ICHAK,CHATRA,JHARKHAND,ALLAHABAD BANK
ALLA0210575,11,KHURDA,"MAIN ROAD ,KHURDA, DIST. - PURI ,ORISSA",KHURDA,KHURDA,ODISHA,ALLAHABAD BANK
ALLA0210576,11,BHARNO,"VILL & PO BHARNO, BLOCK -BHARNO, GUMLA, PIN 835203",BHARNO,GUMLA,JHARKHAND,ALLAHABAD BANK
ALLA0210577,11,BIHTA,"VPO BIHTA, DIST. AMBALA, HARYANA 133101",BEHTA,AMBALA,HARYANA,ALLAHABAD BANK
ALLA0210578,11,SIMRI,"VILL. & P.O. SIMRI, DIST - BUXAR - 802135",SIMRI,BUXAR,BIHAR,ALLAHABAD BANK
ALLA0210579,11,TUMKUR,"JAYA CHANARRAJENDRA ROAD, P.O. & DIST TUMKAR-572101",TUMKUR,TUMKUR,KARNATAKA,ALLAHABAD BANK
STBP0000675,28,RAYYA,VPO RAYYA,RAYYA,AMRITSAR,PUNJAB,STATE BANK OF PATIALA
ALLA0210580,11,LUCKNOW ALAMBAGH,"551J/122,JOSHI BHAWAN,TALKATORA ROAD,NEAR ALAMBAGH CROSSING,DIST-LUCKNOW,PIN-226005",LUCKNOW,LUCKNOW,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210581,11,NASIK,"GROUND FLOOR CHITKO CENTRE,WAKIL WARI, NEW HOTEL-SHOUKIN NASIK,PIN-422002",MUMBAI,GREATER MUMBAI,MAHARASHTRA,ALLAHABAD BANK
ALLA0210582,11,SHAHPUR,"G.T.ROAD, VILLAGE & P.O.SHAHPUR, PIN-133004",AMBALA,AMBALA,HARYANA,ALLAHABAD BANK
ALLA0210583,11,NORTH LAKHIMPUR,"ALLAHABAD BANK, N T. ROAD , NORTH LAKHIMPUR, DIST - LAKHIMPUR, PIN-787001, EMAIL ID :NTHLKHBR@CAL.ALLAHABADBANK.CO.IN",NORTH LAKHIMPUR,LAKHIMPUR,ASSAM,ALLAHABAD BANK
ALLA0210584,11,MADHOTAL,"27, PRATAP MARKET DAMOH ROAD, JABALPUR - 482002 MADHYA PRADESH",JABALPUR,JABALPUR,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210585,11,SIBSAGAR,"MARWARI PATTY, OPPOSITE CENTRAL MARKET, SIBSAGAR, PIN - 785640, ASSAM",SIBSAGAR,SIBSAGAR,ASSAM,ALLAHABAD BANK
ALLA0210586,11,HOSHIARPUR,"LABHCHAND JAIN MARKET, JALANDHAR ROAD, DIST. HOSHIARPUR PUNJAB. HOSHIARPUR PUNJAB 146001",HOSHIARPUR,HOSIARPUR,PUNJAB,ALLAHABAD BANK
ALLA0210587,11,PURNEA,"NATIONAL HIGH WAY,31 JAIL CHOWK, PURNIA-854301",PURNEA,PURNEA,BIHAR,ALLAHABAD BANK
ALLA0210588,11,PATNA RAJENDRA,ARYA KUMAR ROAD RAJENDRANAGAR PATNA - 800 016 BIHAR.,PATNA,PATNA,BIHAR,ALLAHABAD BANK
ALLA0210589,11,NANDED,"MAHAVIR CHOWK NEAR HANUMAN MANDIR NANDED ,MAHARASHTRA 431601",NANDED,NANDED,MAHARASHTRA,ALLAHABAD BANK
ALLA0210591,11,TUGLAKABAD,"TA 93, TUGLAKABAD EXTN., GURU RAVI DAS MARG NEW DELHI-19",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210592,11,OKHLA,"A-2 DDA SHEEL OKHLA INDUSTRAL AREA, PHASE II",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210594,11,DHEKORGORAH,"VILL.&PO.:DHEKORGORAH, DIST.:JORHAT,PIN:785001, ASSAM.",DHEKARGORAH,JORHAT,ASSAM,ALLAHABAD BANK
ALLA0210595,11,HUSSAINGANJ,"ALLAHABAD BANK, VILL:- HUSSAINGANJ, DISTT.:- SIWAN, BIHAR, PIN CODE:-841237",HUSSAINGANJ,SIWAN,BIHAR,ALLAHABAD BANK
ALLA0210596,11,MITAULI,"VILL AND P.O.-MITAULI, DISTT- LAKHIMPUR KHERI , (U.P.) PIN-262727",MITAULI,LAKHIMPUR KHERI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210597,11,BISWAN,P.O. BISWAN DIST. SITAPUR DISTT.-SITAPUR  UTTAR PRADESH 261201,BISWAN,SITAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210598,11,BAGH BAZAR,"2A, NAYAN KRISHNA SAHA LANE KOLKATA - 700 003  WEST BENGAL",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210599,11,MEDZIPHEMA,"PO.:MEDZIPHEMA, DIST.:DIMAPUR, PIN:797106, NAGALAND.",MEZDIPHEMA,DIMAPUR,NAGALAND,ALLAHABAD BANK
ALLA0210600,11,KANPUR RAIPURWA,86/245 RAIPURWA KANPUR KANPUR UTTAR PRADESH,KANPUR,KANPUR NAGAR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210601,11,BARSOI,VILL & PO-BARSOI VIA-BARSOI GHAT DIST-KATIHAR(BIHAR),BARSOI,KATIHAR,BIHAR,ALLAHABAD BANK
ALLA0210602,11,SHIMOGA,NEHRU ROAD SHIMOGA  KARNATAKA 579201,SHIMOGA,SHIMOGA,KARNATAKA,ALLAHABAD BANK
ALLA0210603,11,SASARAM,"JAYSWAL KATRA, G. T. ROAD, BIHAR-821115",SASARAM,ROHTAS,BIHAR,ALLAHABAD BANK
ALLA0210604,11,KANPUR CHAKERI,"638G,HARJINDER NAGAR,CHAKERI,DIT.KANPUR CITY-208007",KANPUR,KANPUR NAGAR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210605,11,LOHTA,VILL. & P.O. LOHTA DIST. VARANASI UTTAR PRADESH VARANASI UTTAR PRADESH 0,LOHTA,VARANASI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210606,11,BALIGHAI,"VILL & PO: BALIGHAI, PURBA MIDNAPORE, WEST BENGAL721422",MEDINIPUR,MEDINIPUR,WEST BENGAL,ALLAHABAD BANK
ALLA0210607,11,MAHRAJGANJ,"VILLAGE- MAHRAJGANJ, PO- JOTCHANDAPARA, DISTRICT- BAHRAICH, 271824 UTTAR PRADESH",MAHARAJGANJ,BAHRAICH,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210608,11,SINGAHI,"MAIN ROAD, SINGAHI,DISTT-LAKHIMPUR KHERI,PIN-262905",SINGHAI,LAKHIMPUR KHERI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210609,11,IMPHAL,"PAONA BAZAR,DIST. - IMPHAL 795001 ,MANIPUR",IMPHAL,IMPHAL,MANIPUR,ALLAHABAD BANK
ALLA0210610,11,KATRA BAZAR,"VILL. & P.O. KATRA BAZAR ,DIST. GONDA, UTTAR PRADESH -271503",KATRA BAZAR,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210611,11,ALLAHABAD ALOPIBAGH,"46,ALOPIBAGH,ALLAHABAD",ALLAHABAD,ALLAHABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210612,11,KOLKATA HATIBAGAN,"1A ,1B; A. GUHA ROAD, KOLKATA ,WEST BENGAL",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210613,11,KOLKATA ULTADANGA,"162/1,C.I.T ROAD, KOL-54",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210614,11,KOLKATA SEALDAH,"124/1, A.J.C.BOSE ROAD, KOL-14",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210615,11,NEHRU PLACE NEW DELHI,"RAJLOK, 24 NEHRU PLACE, NEW DELHI",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210616,11,HOWRAH M. K. ROAD,"23,M.K.ROAD, HOWRAH",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210617,11,TT NAGAR BHOPAL,52 NEW MARKET BHOPAL,BHOPAL,BHOPAL,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210618,11,CALICUT,SATHEESH BUILDING (IST FLOOR) KALLAI ROAD CALICUT KERALA CALICUT KERALA 673002,CALICUT,KOZHIKODE,KERALA,ALLAHABAD BANK
ALLA0210619,11,BARODA HOUSE NEW DELHI,"NORTHERN RAILWAY HEADQUARTERS, BARODA HOUSE, NEW DELHI -110001",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210620,11,KISHANGANJ DELHI,"A-5-6, LOCAL SHOPPING CENTRE, PADAM NAGAR, KISHAN GANJ, DELHI-110007",DELHI,DELHI,DELHI,ALLAHABAD BANK
ALLA0210621,11,SRINAGAR,"ALLAHABAD BANK,ABOVE ROYAL SWEETS, LAL CHOWK, SRINAGAR, JAMMU AND KASHMIR,MPIN:190001",LUDHIANA,LUDHIANA,PUNJAB,ALLAHABAD BANK
ALLA0210622,11,RAJOKRI,"SURAT SINGH BUILDING, VILL. & P.O. RAJOKHRI",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210623,11,RAJGARH,"VILL-DADRA, RAJGARH, DIST-MIRZAPUR(U.P).",RAJGARH,MIRZAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210624,11,BHANDUP,"SOHAL ENGINEERING WORKS COMPOUND, 1ST FLOOR, L.B. SHASTRI MARG, BHANDUP (W)  MUMBAI MAHARASHTRA 400078",MUMBAI,GREATER MUMBAI,MAHARASHTRA,ALLAHABAD BANK
ALLA0210627,11,BORHAL,"P.O.SATGARH, PIN-712404",BORHAL,HUGLI,WEST BENGAL,ALLAHABAD BANK
ALLA0210628,11,GOURHATI,"P.O.GOURHATI, PIN-712613",GOURHAT,SOUTH 24 PARGANAS,WEST BENGAL,ALLAHABAD BANK
ALLA0210631,11,DUNLOP BRIDGE,"149 B T ROAD, BARANAGAR, DUNLOP BRIDGE, KOLKATA 700108",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210632,11,BAHUA,"VILL.& P.O BAHUA FATEHPUR, UTTAR PRADESH",BAHAU,FATEHPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210633,11,KOLKATA ELGIN ROAD,"10/4B,ELGIN RD. KOL-020",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210634,11,AHRAURA,"KHARANJA,P.O. AHRAURA, DISTT-MIRZAPUR (U.P.)",AHRAURA,MIRZAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210635,11,KAMALPUR,VILL. & P.O. KAMALPUR DIST.CHANDAULI UP,KAMALPUR,BULANDSHAHR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210637,11,BINJALPUR,"VILLAGE & PO:BINJALPUR, DIST:AMBALA, HARYANA",AMBALA,AMBALA,HARYANA,ALLAHABAD BANK
ALLA0210638,11,MANDAURA,"ALLAHABAD BANK, VILLAGE & PO , MANDAURA, DISTT SONEPAT , HARYNA-134109",MANDAURA,SONIPAT,HARYANA,ALLAHABAD BANK
ALLA0210639,11,RATTEWAL,"VPO RATTEWAL, TEHSIL BALACHOR, DISTRICT NAWANSHAHR (PUNJAB), PIN 144545",LUDHIANA,LUDHIANA,PUNJAB,ALLAHABAD BANK
ALLA0210640,11,SAGARPURA,"KAHNUWAN ROAD, BATALA - 143505",BATALA,GURDASPUR,PUNJAB,ALLAHABAD BANK
ALLA0210641,11,DAKORE,"PO AND VILL. - DAKORE, DISTT.-JALAUN (U.P.)",DAKORE,JALAUN,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210642,11,GAINSARI,VILL. & P.O. GAINSARI GONDA GONDA GONDA UTTAR PRADESH,GONDA,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210643,11,PANDERI,"VILL & P.O. PANDERI, MIRZAPUR,U.P.",PANDERI,MIRZAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210644,11,RAMAN RETTI,"OPP. ISKON TEMPLE, VRINDAVAN, DIST. MATHURA, PIN: 281121",VRINDABAN,MATHURA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210645,11,GANRAPOTA,"VILL.&P.O.-GANRAPOTA  ,DIST. NORTH 24PGS, WEST BENGAL",GANRAPOTA,NORTH 24 PARGANAS,WEST BENGAL,ALLAHABAD BANK
ALLA0210646,11,GAWAN,P.O.GAWAN DIST:GIRIDIH,GAWAN,GIRIDIH,JHARKHAND,ALLAHABAD BANK
ALLA0210647,11,GUMGAON,"VILL GUMGAON, NAGPUR, MAHARASHTRA",GUMGAON,NAGPUR,MAHARASHTRA,ALLAHABAD BANK
ALLA0210648,11,MANGOLPUR KALAN,"399, BHIM BHAWAN, MARBLE MARKET, MANGOLPUR, NEW DELHI",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210649,11,MATAUNDH,VILL. & PO. MATAUNDH 210001,MATAUNDH,BANDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210650,11,BAREILLY NAGARI,"OPP POLICE CHOWKI, NAINITAL RD, PO.IZZAT NAGAR NAGARIA PARIKSHIT UTTAR PRADESH BAREILLY  243122",BAREILLY,BAREILLY,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210651,11,NAGOD,"ALLAHABAD BANK,NAGOD DISTT SATNA",NAGOD,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210652,11,RAGARGANJ,VILL. RAGARGANJ (BELSAR) POST. BELSAR POST. BELSAR GONDA UTTAR PRADESH,RAGARGANJ,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210653,11,RENUKOOT,"AT+PO RENUKOOT, DIST. SONBHADRA DIST. SONBHADRA UTTAR PRADESH  231217",RENUKOOT,SUNBHADRA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210654,11,TAWAKKALPUR NAGARA,VILL. & P.O. TAWAKKALPUR NAGRA DIST. SULTANPUR,TAWAKKALPUR NAGRA,SULTANPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210655,11,VIDYANAGAR ┬á,"VILL. VIDYANAGAR , PO. CHARASHYAMDAS, SOUTH 24 PARAGANAS, WEST BENGAL 743503",VIDYANAGAR,SOUTH 24 PARGANAS,WEST BENGAL,ALLAHABAD BANK
ALLA0210656,11,CHILLA,VILL. & PO. CHILLA  210123,CHILLA,BANDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210657,11,CHITRAKOOT,"ALLAHABAD BANK, SANTOSHI AKHADA ,CHITRAKOOT DISTT SATNA",CHITRAKOOT,SATNA,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210658,11,CHULKANA,"VPO CHULKANA, TEHS. SAMALAKHA, DIST, PANIPAT, HARYANA 132101",CHULKANA,PANIPAT,HARYANA,ALLAHABAD BANK
ALLA0210659,11,DURGAPUR,"S.L.KUNDOJWAR BUILDING, TADOBA ROAD DURGAPUR-442 404",DURGAPUR,CHANDRAPUR,MAHARASHTRA,ALLAHABAD BANK
ALLA0210660,11,HARIYA SAT GHARWA,VILL.HARAIYA SAT GHARWA P.O. GUGAULI P.O. GUGAULI GONDA UTTAR PRADESH,GONDA,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210661,11,KOTTADIH,"KOTTADIH, AREA - VII P.O. KENDRA",KOTTADIH,BARDDHAMAN,WEST BENGAL,ALLAHABAD BANK
ALLA0210662,11,MEHNA,"VPO MEHNA, TEHSIL MOGA, DISTRICT MOGA (PUNJAB), PIN 142001",LUDHIANA,LUDHIANA,PUNJAB,ALLAHABAD BANK
ALLA0210663,11,MAILANI,"VILL AND P.O. ┬û MAILANI,DISTT- LAKHIMPUR KHERI,PIN-262803",MAILANI,LAKHIMPUR KHERI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210665,11,MANOOKE,"VPO MANOOKE, TEHSIL NIHAL SINGH WALA, DISTRICT MOGA (PUNJAB) 142045",MANKOOKE,MOGA,PUNJAB,ALLAHABAD BANK
ALLA0210666,11,MARAH,"MUMUKSHU ASHRAM,MARHA, DISTT. - SHAHJAHANPUR,UTTAR PRADESH 242226",MARAH,SHAHJAHANPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210667,11,RASULPUR,"VPO RASULPUR, DIST. YAMUNA NAGAR, HARYANA 133204",RASULPUR,YAMUNANAGAR,HARYANA,ALLAHABAD BANK
ALLA0210668,11,SARILA,VILL. &  PO. SARILA 210432,SARILA,HAMIRPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210669,11,VALAD,"VILL & PO-GURMA, DIST-SONBHADRA;U.P.",GURMA,SONBHADRA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210670,11,PHOOL BEHAR,"VILL AND P.O.-PHOOL BEHAR, DISTT- LAKHIMPUR KHERI , (U.P.) PIN-261506",PHOOL BEHAR,LAKHIMPUR KHERI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210671,11,PEERUMADARA,"ALLAHABAD BANK, VILLAGE & P.O. - PEERUMADARA, DIST. - NAINITAL, UTTARAKHAND, PIN-282333.",PEERUMADARA,NAINITAL,UTTARAKHAND,ALLAHABAD BANK
ALLA0210672,11,KARNAWAL,V&PO- KARNAWAL DISTT. MEERUT PIN-250344,MEERUT,MEERUT,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210673,11,SIRSIYA,"VILLAGE & PO- SIRSIYA, DISTRICT- SRAWASTI, 271840 UTTAR PRADESH",SIRSIYA,SHRAVASTI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210674,11,TEJGARHI,"SHASTI NAGAR, TEJGARHI MEERUT PIN_250005",MEERUT,MEERUT,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210675,11,KOLKATA GOLPARK,"4H, PANCHANANTALA ROAD GOL PARK, KOLKATA  WEST BENGAL 700029",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
ALLA0210676,11,BARNAPUR,"VILLAGE & PO- BURNAPUR DISTRICT-BAHRAICH, 271825 (U.P.)",BURNAPUR,BAHRAICH,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210677,11,DAULATABAD,"P.O.  DAULATABAD,VILL- ISMAIL KHAN PET,MANDAL-HATNOORA,DIST- MEDAK,A.P",DAULATABAD,MEDAK,ANDHRA PRADESH,ALLAHABAD BANK
ALLA0210678,11,PALYA,VILL. & P.O. PALYA TALUK - ALUR DIST. HASSAN KARNATAKA573218,PALYA,HASSAN,KARNATAKA,ALLAHABAD BANK
ALLA0210679,11,MANJARI,"MAHADEO NAGAR P.O. MANJARI FARM, MANJARI, DIST. PUNE, MAHARASTRA  412307",PUNE,PUNE,MAHARASHTRA,ALLAHABAD BANK
ALLA0210680,11,ORAI RATH ROAD,"MANDI SAMITI RATH ROAD, ORAI DIST. JALAUN  ORAI UTTAR PRADESH 285001",ORAI,JALAUN,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210681,11,LALITPUR,"AZAD CHOWK, DIST-LALIT PUR UTTAR PRADESH 284403",LALITPUR,LALITPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210682,11,KHANT,"VPO KHANT, TEHSIL KHAMANON, DISTRICT FATEHGARH SAHIB (PUNJAB), PIN 140101",LUDHIANA,LUDHIANA,PUNJAB,ALLAHABAD BANK
ALLA0210683,11,MURAGACHHA,"VILL AND P.O. -- MURAGACHHA,DIST.-- NADIA  , WEST BENGAL,  PIN--741154",MURGACHHA,NADIA,WEST BENGAL,ALLAHABAD BANK
ALLA0210684,11,KAMARHATTY,"75/2, FEEDER ROAD, P.O. BELGHARIA DIST. NORTH 24-PARGANAS-700056KOLKATA WEST BENGAL",KAMARHATI,NORTH 24 PARGANAS,WEST BENGAL,ALLAHABAD BANK
ALLA0210685,11,MORADABAD GANDHI NAGAR,"B-86, GANDHINAGAR MORADABAD - 244 001 UTTAR PRADESH",MORADABAD,MORADABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210686,11,DHARAMSALA,ADDA KACHERI DHARMSALA DIST. KANGRADHARAMSALA HIMACHALPRADESH,DHARAMSALA,KANGRA,HIMACHAL PRADESH,ALLAHABAD BANK
ALLA0210687,11,COOCH BEHAR,RIPENDRA NARIAN ROAD COOCH BEHAR DIST COOCHBEHAR COOCHBEHAR WEST BENGAL 736101,KOCH BEHAR,COOCHBEHAR,WEST BENGAL,ALLAHABAD BANK
ALLA0210688,11,SULTANPET,"NATARAJA BUILDINGS, MAIN ROAD,VILL. P.O. SULTANPET TALUQ - PALLADAM,TAMIL NADU 638669",SULTANPET,COIMBATORE,TAMIL NADU,ALLAHABAD BANK
ALLA0210689,11,LAUKAHI ┬á,VILL-PO-LAUKAHI DIST-MADHUBANI,LAUKAHI,MADHUBANI,BIHAR,ALLAHABAD BANK
ALLA0210690,11,PARWALIA SADAK,"VILL. & P.O. PARWALIA SARAK,DIST. BHOPAL,462030,",PARWALI SARAK,BHOPAL,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210691,11,MISROUD,"VILL. & P.O. MISROUD DIST. BHOPAL,MADHYA PRADESH,462026,",MIJROUD,BHOPAL,MADHYA PRADESH,ALLAHABAD BANK
ALLA0210692,11,USTHI,"VILL & P.O USTHI , SOUTH 24 PARAGANAS, WEST BENGAL",USTHI,SOUTH 24 PARGANAS,WEST BENGAL,ALLAHABAD BANK
ALLA0210693,11,KAISERBAGH,"7,BALMIKI MARG, LALBAGH, LUCKNOW",LUCKNOW,LUCKNOW,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210694,11,SITAPUR LALBAGH,"SEHGAL BUILDING, LALBAGH DIST. SITAPUR UTTAR PRADESH SITAPUR UTTAR PRADESH 261001",SITAPUR,SITAPUR,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210695,11,ALLAHABAD HINDI SAHITYA SAMMELAN MARG,"12 KT KAKKAR ROAD, ALLAHABAD",ALLAHABAD,ALLAHABAD,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210696,11,BCCL AREA-IV,"AT GUHI BANDH PANCHGARHI BAZAR, P.O -KATRASGARH, DHANBAD",DHANBAD,DHANBAD,JHARKHAND,ALLAHABAD BANK
ALLA0210697,11,KHARKHAREE,"VILL. & P.O-KHARKHAREE, BLOCK-BAGHMARA, DHANBAD",DHANBAD,DHANBAD,JHARKHAND,ALLAHABAD BANK
ALLA0210698,11,MAKARDAH,"VILL. / P.O.- MAKARDAH  , DIST.- HOWRAH ,  WEST BENGAL",MAKARDAH,HAORA,WEST BENGAL,ALLAHABAD BANK
ALLA0210699,11,BABHANJOT,"VILL & P O. BABHANJOT(GOURA CHOWKI) ,DIST. GONDA, UTTAR PRADESH",BABHANJOT,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210700,11,DHAKERWA CHAURAHA,"VILL+P.O.-DHAKERWA CHAURAHA, DISTT-KHERI, PIN-262907",KHERI,LAKHIMPUR KHERI,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210701,11,MAHUWA,"VILL-MAHUWA,P.O. SEKHUIYA ,VIA UTRAULA ,BALRAMPUR, UTTAR PRADESH",MAHUA,BANDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210702,11,BALPUR,VILL.& P.O.BALAPUR BAZAR BALPUR BALPUR GONDA UTTAR PRADESH,BALPUR,GONDA,UTTAR PRADESH,ALLAHABAD BANK
ALLA0210703,11,SHEORAPHULI,"181/A, G.T.ROAD, SUPER MARKET, P.O.SHEORAPHULI, DIST. HOOGHLY-712223",SHEORAPHULI,HOOGHLY,WEST BENGAL,ALLAHABAD BANK
ALLA0210705,11,PATNA MURADPUR,"CAMPUS MURADPUR,PATNA, BIHAR,800 004",PATNA,PATNA,BIHAR,ALLAHABAD BANK
ALLA0210706,11,S C SAKKARDARA,"UMRED ROAD, SAKKARDARA CHOWK, NAGPUR",NAGPUR,NAGPUR,MAHARASHTRA,ALLAHABAD BANK
ALLA0210707,11,ANAND LOK,"1 LOCAL SHOPING CENTRE DDA MARKET UDAI PARK, NEW DELHI - 110049",DELHI,NEW DELHI,DELHI,ALLAHABAD BANK
ALLA0210708,11,GIRIDIH,SAHABDI MARKET KUTCHERY GIRIDIH - 815 301 JHARKHAND,GIRIDIH,GIRIDIH,JHARKHAND,ALLAHABAD BANK
ALLA0210709,11,KOLKATA PAIKPARA,"54, TALAPARK AVENUE KOLKATA - 700 037 WEST BENGAL",KOLKATA,KOLKATA,WEST BENGAL,ALLAHABAD BANK
